Year,Plot,NAdd,ln.NAtm.NAdd,NTrt,sr,TotBio,Fenced,FTrt,Exp,Field,Achimill,Agrorepe,Agroscab,Agrosmit,Allistel,Ambrarte,Ambrcoro,Andrgera,Anemcyli,Antenegl,Apocandr,Apoccann,Apocynsp,Arisbasi,Artecaud,Arteludo,Asclepsp,Asclinca,Ascloval,Asclsyri,Ascltube,Asclvert,Asteazur,Asteeric,Astejunc,Astersp,Astesimp,Astrcana,Bertinca,Brominer,Calalong,Camprotu,Carexsp,Chenalbu,Chenlept,Chenopsp,Cirsarve,Cirsdisc,Cirsiusp,Comarich,Convarve,Corepalm,Creptect,Cypefili,Cyperusp,Cypeschw,Equihyem,Equilaev,Equisesp,Eragspec,Erigcana,Erigstri,Euphcoro,Euphglyp,Fragvirg,Hedehisp,Helibick,Hierlong,Koelcris,Lactcana,Lactserr,Lactucsp,Lappsquar,Lathveno,Lechstri,Leptcogn,Lespcapi,Liataspe,Lithcane,Lithcaro,Lithossp,Lychalba,Miscelsp,Mollvert,Oenobien,Oxybhirs,Panicapi,Panilanu,Paniolig,Paniperl,Paniprae,Pensgrac,Pensgran,Petapurp,Phlopilo,Physhete,Physvirg,Poacompr,Poaprate,Polyarti,Polycana,Polyconv,Polygasp,Polygosp,Polygsp2,Polypers,Polypoly,Polytenu,Poterect,Querrubr,Ranurhom,Rudbsero,Rumeacet,Rumexsp,Schiscop,Scutlate,Setalute,Setarisp,Setaviri,Sileanti,Sisycamp,Smilrace,Smilstel,Soligram,Solimiss,Solinemo,Solirigi,Sorgnuta,Stipspar,Stipspic,Tradessp,Tradocci,Tragdubi,Verbthap,Vicivill,Violasp,Violpall,Violped2,Violpeda,Violsagi
1985,27,1.02,0.703097511413113,1.02-g N,11,201.774,1,Deer +,1,C,0,0,0,0,0,0,8.067,0,0.85,0,0,0,0,0,0,16.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0,0.003,0,0,0,0,0,0,0,0,0,82.033,0,0,0,0,0,0,0,0.187,0,0,0,0,0,0,0,50.9,0,0,0,0,0,0,0,0,0,0,13.31,29.8,0,0,0,0,0,0,0,0,0.01,0,0,0,0
1986,27,1.02,0.703097511413113,1.02-g N,9,177.564,1,Deer +,1,C,0,0,0,0,0,0,15.567,0,0,0,0,0,0,0,0,10.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.633,0,0,0,0,0,0,0,42.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.567,0,0,0,0,0,0,0,0,0,0,3.067,37.967,0,0,0,0,0,0,0,0,0,0,0.463,0,0
1987,27,1.02,0.703097511413113,1.02-g N,11,185.965,1,Deer +,1,C,0,0,0,0,0,0,8.133,0,0.033,0,0,0,0,0,0,23.5,0,0,0,0,0,0,30.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,47.1,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,67.7,0,0,0,0,0,0,0,0,0,0,4.8,4.433,0,0,0,0,0,0,0,0,0,0,0.167,0,0
1988,27,1.02,0.703097511413113,1.02-g N,5,102.201,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.167,0,0,0,0,0,0,0,0,0,0,1.667,42.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0
1989,27,1.02,0.703097511413113,1.02-g N,10,185.63,1,Deer +,1,C,0,3.333,0,0,0,0,0,0,0.333,0,0,0,0,0,0,11.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.23,0,0,0,0,0,0,0,0,0,0,17.267,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,1.02,0.703097511413113,1.02-g N,7,193.547,1,Deer +,1,C,0,0,0,0,0,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.2,0,0,0,0,0,0,0,0,0,0,19.013,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0
1991,27,1.02,0.703097511413113,1.02-g N,11,238.64,1,Deer +,1,C,0,0,0,0,0,0,12.267,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0.6,0,0,0,0,0,0,0,0,0,62.367,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,135.23,0,0,0,0,0,0,0,0,0,0,16.433,6.433,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,27,1.02,0.703097511413113,1.02-g N,8,108.173,1,Deer +,1,C,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,2.303,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.667,0,0,0,0,0,0,0,0,0,0,2.243,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0
1993,27,1.02,0.703097511413113,1.02-g N,10,272.334,1,Deer +,1,C,0,0,0,0,0,0,1.433,0,0.067,0,0,0,0,0,0,16.267,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.167,0,0,0,0,0,0,0,0,0,0,4.6,4.5,0,0,0,0,0,0,0,0,0,0,0.167,0,0
1994,27,1.02,0.703097511413113,1.02-g N,8,413.226,1,Deer +,1,C,0,0,0,0,0,0,1.987,0,0,0,0,0,0,0,0,124.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.303,0,0,0,0,0,0,0,0,0,158.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6,0,0,0,0,0,0,0,0,0,0,0,52.063,0,0,0,0,0,0,0,0,0,0,0.853,0,0
1995,27,1.02,0.703097511413113,1.02-g N,12,340.969,1,Deer +,1,C,0,0,0,0,0,0,6.867,0,0,0,0,0,0,0,0,11.533,0,0,0,0,0,0,91.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.933,0,0,0,0,0,0,0,0,0,154.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0.1,27.833,0,0,0,0,0.9,0.033,0,0,0,0,0.867,0,0
1996,27,1.02,0.703097511413113,1.02-g N,10,167.244,1,Deer +,1,C,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,21.767,0,0,0,0,0,0,0,0,0,5.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0,0,0,104.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.433,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,1.783,0,0,0,0,0,0,0
1997,27,1.02,0.703097511413113,1.02-g N,6,280.034,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,0,0,0,0,0,0,0,0,0,0,0.367,89.033,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,27,1.02,0.703097511413113,1.02-g N,8,197.767,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,11.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.233,0,0,0,0,0,0,0,0,0,83.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.067,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0.867,0,0
1999,27,1.02,0.703097511413113,1.02-g N,5,247.767,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.767,0,0,0,0,0,0,0,0,0,0,0,45.067,1.27,0,0,0,0,0,0,0,0,0,0,0,0
2000,27,1.02,0.703097511413113,1.02-g N,8,319.002,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,46.333,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.233,0,0,0,0,0,0,0,0,0,120.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.233,0,0,0,0,0,0,0,0,0,0,0,107.97,0,0,0,0,0,0,0,0,0,0,2.133,0,0
2001,27,1.02,0.703097511413113,1.02-g N,5,91.034,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,77.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0,0
2002,27,1.02,0.703097511413113,1.02-g N,6,208.664,1,Deer +,1,C,0,0,0,0,0,0,9.367,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0
2003,27,1.02,0.703097511413113,1.02-g N,5,188.829,1,Deer +,1,C,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,4.333,0,0,0,32.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,27,1.02,0.703097511413113,1.02-g N,9,172.2676,1,Deer +,1,C,0,0,0,0,0,0,2.1333,0,0,0,0,28.667,0,0,0,49.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0,1.8333,0,0
2005,27,1.02,0.703097511413113,1.02-g N,9,139.7333,0,Deer +,1,C,0,0,0,0,0,0,22.3333,0,0,0,0,0,0,0,0,37.4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,7.2667,0,0,0,0,0,0,0,0,0,39.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6333,0,0
2006,27,1.02,0.703097511413113,1.02-g N,6,102.733,0,Deer +,1,C,0,0,0,0,0,0,10.13,0,0,0,0,0,0,0,0,54.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,3.043,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,27,1.02,0.703097511413113,1.02-g N,8,143.23,0,Deer +,1,C,0,0,0,0,0,0,18.33,0,0,0,0,0,0,0,0,70.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,27,1.02,0.703097511413113,1.02-g N,10,102.65,0,Deer +,1,C,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,23.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,27,1.02,0.703097511413113,1.02-g N,5,54.16,0,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,27,1.02,0.703097511413113,1.02-g N,12,266.83,0,Deer +,1,C,0,0,0,0,0,0,37.03,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,46.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.93,1.1,0,0,0,0,0,0,0,0,45.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,37.2,4.43,0,0,0,0,0,0,0,0,0,0,0,0
2011,27,1.02,0.703097511413113,1.02-g N,10,395.09,0,Deer +,1,C,0,3.33,0,0,0,0,85,0,0,0,0,0,0,0,0,40.33,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,53.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.73,0,0,0,0,0,0,0,0,0,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,83.37,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,27,1.02,0.703097511413113,1.02-g N,13,405.02,0,Deer +,1,C,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.53,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0.17,11.2,0,0,0,0,0,0,0,0,24.13,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.73,0,0,0,0,0,0,0,0,0,0,0,256.03,0,0,0,0,0,0,0,0,0,0,0.17,0,0
2015,27,1.02,0.703097511413113,1.02-g N,11,371.26,0,Deer +,1,C,0,1.8,0,0,0,0,1.6,0,0,0,0,0,0,0,0,71.57,0,0,0,0,0,0,20.73,0,0,0,0,0,0,0,0,0,19.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,0,0,0,0,0,0,0,0,0,35.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.53,0,0,0,0,0,0,0,0,0,0,0,129.1,0,0,0,0,0,0,0,0,0,0,1.8,0,0
2018,27,1.02,0.703097511413113,1.02-g N,15,342.94,0,Deer +,1,C,0,10.23,0,0,0,0,14.73,0,0,0,0,0.53,0,0,0,148.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27,0,0,0,0,2.9,7.5,0,0,0,0,0,2.07,0,0,25.67,0,0,0,0,0,0,0,0,0,21.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.97,0,0,0,0,0,0,0,0,0,0,0,9.73,0,0,0,0,0,0,0,0,0,0,0.57,0,0
2019,27,1.02,0.703097511413113,1.02-g N,14,354.23,0,Deer +,1,C,0,7.93,0,0,0,0,39.13,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,0,0.13,0,0,0,0.47,0,0,0,0,0,0,0,0,22.83,0.02,0,0,0,0,0,0,0,0,28.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.67,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,1.83,0,0,0,0,0,1.17,0,0
1982,31,9.52,2.35327820730956,9.52-g N,11,664.726,1,Deer -,1,C,0,0,0,0,0,0,12.4,0,0.323,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.833,1.8,0,0,0,0,0,0,0,0,65.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.6,0,0,0,0,0,0,0,0,0,0,18.033,251.77,13.267,0,0,0,0,0,0,0,0,0,0,0,0
1983,31,9.52,2.35327820730956,9.52-g N,15,320.962,1,Deer -,1,C,0,0,0,0,0,0,4.733,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.933,0,0,0.05,0.633,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,2.4,0,0,18.3,0.867,0,0,0,0,0,0,0,0,228.33,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,9.067,0,0,0,0,0,0,0,0
1984,31,9.52,2.35327820730956,9.52-g N,7,421.561,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0,0,0,0,0,0,0,0,2.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5,0,0,0,0,0.84,0,0
1985,31,9.52,2.35327820730956,9.52-g N,5,246.924,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0,1.467,0,0,0,0,0,0,0,0,0,241.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,31,9.52,2.35327820730956,9.52-g N,8,385.993,1,Deer -,1,C,0,0,0,0,0,0,129.63,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,187.73,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,31,9.52,2.35327820730956,9.52-g N,4,359.767,1,Deer -,1,C,0,0,0,0,0,0,22.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,31,9.52,2.35327820730956,9.52-g N,4,9.601,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0
1989,31,9.52,2.35327820730956,9.52-g N,2,102.534,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,9.52,2.35327820730956,9.52-g N,9,330.41,1,Deer -,1,C,0,2.677,0,0,0,0,0,0,0,0,0,0,0,0,0,93.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,75.733,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,53.433,0,0,0,0,0,0,0,0,0,0,0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,31,9.52,2.35327820730956,9.52-g N,8,323.736,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0.033,0,0,0,0,0,0,0,0,0,276.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,12.7,0,0,0,0,0,0,0,0
